03-01-24 AP 69017 Urban, Ltd. 197020 A2523SP010 Site Plan 9,152.20	9,152.20
03-01-24 AP 68952 Odin, Feldman & Pittleman, P.C638403 A2523SR005 Waterline review 997.50	997.50
03-01-24 AP 69071 Odin, Feldman & Pittleman, P.C639439 A2523SR005 Waterline review 1,375.00	1,375.00
03-01-24 AP 69071 Peterson Land Corporation SB-AdminFee-21 X2523NA002 SB-AdminFee-21 1,981.28	1,981.28
